Company;Flight;Terminal;Status;Date;Arrival;Real_Arrival;Origin;IATA;Departure;Departure_time;Departure_real_time
El Al;LY 393;1;Aterrizado - Puntual;2018-11-02;10:20;10:03;Tel Aviv-Yafo;TLV;2018-11-02; 06:30;
American Airlines;AA 8389;1;Aterrizado - Puntual;2018-11-02;10:20;10:03;Tel Aviv-Yafo;TLV;2018-11-02; 06:30;
Iberia;IB 2392;1;Aterrizado - Puntual;2018-11-02;10:20;10:03;Tel Aviv-Yafo;TLV;2018-11-02; 06:30;
TAP Portugal;TP 8918;1;Aterrizado - Puntual;2018-11-02;10:20;10:03;Tel Aviv-Yafo;TLV;2018-11-02; 06:30;
Ryanair;FR 129;2;Aterrizado - Puntual;2018-11-02;10:25;10:16;Hamburg;HAM;2018-11-02; 07:50;07:49
Turkish Airlines;TK 1853;1;Aterrizado - Puntual;2018-11-02;10:25;10:19;Istanbul;IST;2018-11-02; 08:45;08:44
AVIANCA;AV 6615;1;Aterrizado - Puntual;2018-11-02;10:25;10:19;Istanbul;IST;2018-11-02; 08:45;08:44
Air New Zealand;NZ 4863;1;Aterrizado - Puntual;2018-11-02;10:25;10:19;Istanbul;IST;2018-11-02; 08:45;08:44
Aeroflot;SU 2638;1;Aterrizado - Puntual;2018-11-02;10:25;10:39;Moscow;SVO;2018-11-02; 07:50;07:44
Air Europa;UX 3284;1;Aterrizado - Puntual;2018-11-02;10:25;10:39;Moscow;SVO;2018-11-02; 07:50;07:44
KLM;KL 1665;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
China Airlines;CI 9495;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Delta Air Lines;DL 9601;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Etihad Airways;EY 7348;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Korean Air;KE 6405;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Kenya Airways;KQ 1665;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Xiamen Airlines;MF 9353;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
British Airways;BA 2706;1;Aterrizado - Puntual;2018-11-02;10:30;10:00;London;LGW;2018-11-02; 07:20;07:13
Iberia;IB 7639;1;Aterrizado - Puntual;2018-11-02;10:30;10:00;London;LGW;2018-11-02; 07:20;07:13
Air Baltic;BT 681;1;Aterrizado - Puntual;2018-11-02;10:30;10:40;Riga;RIX;2018-11-02; 07:50;
Iberia;IB 1481;1;Aterrizado - Puntual;2018-11-02;10:30;10:40;Riga;RIX;2018-11-02; 07:50;
easyJet;U2 4531;2;Aterrizado - Puntual;2018-11-02;10:30;10:30;Berlin;SXF;2018-11-02; 08:00;07:58
Air Arabia Maroc;3O 377;2;Aterrizado - Retrasado;2018-11-02;10:30;10:48;Tangier;TNG;2018-11-02; 07:45;
Vueling;VY 6527;1;Aterrizado - Puntual;2018-11-02;10:35;10:33;Bologna;BLQ;2018-11-02; 08:55;08:51
Iberia;IB 5589;1;Aterrizado - Puntual;2018-11-02;10:35;10:33;Bologna;BLQ;2018-11-02; 08:55;08:51
Qatar Airways;QR 3703;1;Aterrizado - Puntual;2018-11-02;10:35;10:33;Bologna;BLQ;2018-11-02; 08:55;08:51
Vueling;VY 6004;1;Aterrizado - Puntual;2018-11-02;10:35;10:29;Florence;FLR;2018-11-02; 08:55;08:47
Iberia;IB 5366;1;Aterrizado - Puntual;2018-11-02;10:35;10:29;Florence;FLR;2018-11-02; 08:55;08:47
Qatar Airways;QR 3585;1;Aterrizado - Puntual;2018-11-02;10:35;10:29;Florence;FLR;2018-11-02; 08:55;08:47
TAROM;RO 421;1;Aterrizado - Puntual;2018-11-02;10:40;10:51;Bucharest;OTP;2018-11-02; 08:30;
Air Europa;UX 3706;1;Aterrizado - Puntual;2018-11-02;10:40;10:51;Bucharest;OTP;2018-11-02; 08:30;
Vueling;VY 1574;1;Aterrizado - Puntual;2018-11-02;10:40;10:35;Asturias;OVD;2018-11-02; 09:10;09:05
Iberia;IB 5432;1;Aterrizado - Puntual;2018-11-02;10:40;10:35;Asturias;OVD;2018-11-02; 09:10;09:05
Qatar Airways;QR 3596;1;Aterrizado - Puntual;2018-11-02;10:40;10:35;Asturias;OVD;2018-11-02; 09:10;09:05
Iberia;IB 930;1;Aterrizado - Puntual;2018-11-02;10:45;10:50;Madrid;MAD;2018-11-02; 09:30;09:27
American Airlines;AA 8733;1;Aterrizado - Puntual;2018-11-02;10:45;10:50;Madrid;MAD;2018-11-02; 09:30;09:27
AVIANCA;AV 6078;1;Aterrizado - Puntual;2018-11-02;10:45;10:50;Madrid;MAD;2018-11-02; 09:30;09:27
Vueling;VY 2011;1;Aterrizado - Puntual;2018-11-02;10:50;10:55;Granada;GRX;2018-11-02; 09:25;09:22
Iberia;IB 5071;1;Aterrizado - Puntual;2018-11-02;10:50;10:55;Granada;GRX;2018-11-02; 09:25;09:22
Qatar Airways;QR 3593;1;Aterrizado - Puntual;2018-11-02;10:50;10:55;Granada;GRX;2018-11-02; 09:25;09:22
British Airways;BA 478;1;Aterrizado - Puntual;2018-11-02;10:50;10:26;London;LHR;2018-11-02; 07:45;
American Airlines;AA 6290;1;Aterrizado - Puntual;2018-11-02;10:50;10:26;London;LHR;2018-11-02; 07:45;
Iberia;IB 7479;1;Aterrizado - Puntual;2018-11-02;10:50;10:26;London;LHR;2018-11-02; 07:45;
JAL;JL 6505;1;Aterrizado - Puntual;2018-11-02;10:50;10:26;London;LHR;2018-11-02; 07:45;
Lufthansa;LH 1810;1;Aterrizado - Retrasado;2018-11-02;10:50;11:08;Munich;MUC;2018-11-02; 08:50;08:57
AVIANCA;AV 6513;1;Aterrizado - Retrasado;2018-11-02;10:50;11:08;Munich;MUC;2018-11-02; 08:50;08:57
Etihad Airways;EY 4178;1;Aterrizado - Retrasado;2018-11-02;10:50;11:08;Munich;MUC;2018-11-02; 08:50;08:57
South African Airways;SA 7834;1;Aterrizado - Retrasado;2018-11-02;10:50;11:08;Munich;MUC;2018-11-02; 08:50;08:57
United Airlines;UA 9289;1;Aterrizado - Retrasado;2018-11-02;10:50;11:08;Munich;MUC;2018-11-02; 08:50;08:57
Vueling;VY 2211;1;Aterrizado - Puntual;2018-11-02;10:50;10:59;Sevilla;SVQ;2018-11-02; 09:15;09:16
Iberia;IB 5093;1;Aterrizado - Puntual;2018-11-02;10:50;10:59;Sevilla;SVQ;2018-11-02; 09:15;09:16
Qatar Airways;QR 3612;1;Aterrizado - Puntual;2018-11-02;10:50;10:59;Sevilla;SVQ;2018-11-02; 09:15;09:16
Alitalia;AZ 74;1;Aterrizado - Puntual;2018-11-02;10:55;10:44;Rome;FCO;2018-11-02; 09:05;09:03
Delta Air Lines;DL 6617;1;Aterrizado - Puntual;2018-11-02;10:55;10:44;Rome;FCO;2018-11-02; 09:05;09:03
Etihad Airways;EY 2823;1;Aterrizado - Puntual;2018-11-02;10:55;10:44;Rome;FCO;2018-11-02; 09:05;09:03
Air Serbia;JU 9342;1;Aterrizado - Puntual;2018-11-02;10:55;10:44;Rome;FCO;2018-11-02; 09:05;09:03
Air Europa;UX 3125;1;Aterrizado - Puntual;2018-11-02;10:55;10:44;Rome;FCO;2018-11-02; 09:05;09:03
easyJet;U2 2263;2;Aterrizado - Puntual;2018-11-02;10:55;10:54;London;LTN;2018-11-02; 07:45;07:52
Ryanair;FR 6333;2;Aterrizado - Puntual;2018-11-02;10:55;10:54;Santiago De Compostela;SCQ;2018-11-02; 09:10;09:10
Vueling;VY 7845;1;Aterrizado - Puntual;2018-11-02;10:55;11:00;Tel Aviv-Yafo;TLV;2018-11-02; 07:10;07:17
Iberia;IB 5502;1;Aterrizado - Puntual;2018-11-02;10:55;11:00;Tel Aviv-Yafo;TLV;2018-11-02; 07:10;07:17
Ryanair;FR 6342;2;Aterrizado - Puntual;2018-11-02;11:00;11:06;Rome;FCO;2018-11-02; 09:05;09:24
Vueling;VY 6208;1;Aterrizado - Retrasado;2018-11-02;11:00;11:21;Geneva;GVA;2018-11-02; 09:30;09:57
Iberia;IB 5196;1;Aterrizado - Retrasado;2018-11-02;11:00;11:21;Geneva;GVA;2018-11-02; 09:30;09:57
LATAM Airlines;LA 5773;1;Aterrizado - Retrasado;2018-11-02;11:00;11:21;Geneva;GVA;2018-11-02; 09:30;09:57
Vueling;VY 9460;1;Aterrizado - Puntual;2018-11-02;11:00;11:02;Madrid;MAD;2018-11-02; 09:45;09:45
Iberia;IB 5024;1;Aterrizado - Puntual;2018-11-02;11:00;11:02;Madrid;MAD;2018-11-02; 09:45;09:45
Ryanair;FR 2917;2;Aterrizado - Puntual;2018-11-02;11:05;10:58;Brussels;BRU;2018-11-02; 08:55;09:09
Vueling;VY 8013;1;Aterrizado - Puntual;2018-11-02;11:05;10:56;Paris;ORY;2018-11-02; 09:30;09:26
Iberia;IB 5269;1;Aterrizado - Puntual;2018-11-02;11:05;10:56;Paris;ORY;2018-11-02; 09:30;09:26
Air Europa;UX 6156;1;Aterrizado - Puntual;2018-11-02;11:05;11:04;Palma Mallorca;PMI;2018-11-02; 10:15;10:10
Air France;AF 4827;1;Aterrizado - Puntual;2018-11-02;11:05;11:04;Palma Mallorca;PMI;2018-11-02; 10:15;10:10
Alitalia;AZ 2409;1;Aterrizado - Puntual;2018-11-02;11:05;11:04;Palma Mallorca;PMI;2018-11-02; 10:15;10:10
KLM;KL 3352;1;Aterrizado - Puntual;2018-11-02;11:05;11:04;Palma Mallorca;PMI;2018-11-02; 10:15;10:10
Aeroflot;SU 3665;1;Aterrizado - Puntual;2018-11-02;11:05;11:04;Palma Mallorca;PMI;2018-11-02; 10:15;10:10
Vueling;VY 7365;1;Aterrizado - Puntual;2018-11-02;11:05;11:10;Tangier;TNG;2018-11-02; 08:20;09:16
Iberia;IB 5355;1;Aterrizado - Puntual;2018-11-02;11:05;11:10;Tangier;TNG;2018-11-02; 08:20;09:16
Joon;JN 1348;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Jet Airways (India);9W 6761;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Aeromexico;AM 6010;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
China Southern Airlines;CZ 7067;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Delta Air Lines;DL 8392;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Gol;G3 8571;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Atlasglobal;KK 7465;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Kenya Airways;KQ 3048;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Air Mauritius;MK 9320;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
China Eastern Airlines;MU 8635;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Air Austral;UU 8348;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Air Europa;UX 3486;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Vietnam Airlines;VN 3672;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Air France;AF 1348;1;Aterrizado - Puntual;2018-11-02;11:10;11:14;Paris;CDG;2018-11-02; 09:30;09:44
Royal Air Maroc;AT 964;1;Aterrizado - Puntual;2018-11-02;11:10;11:18;Casablanca;CMN;2018-11-02; 09:05;
Ryanair;FR 6387;2;Aterrizado - Puntual;2018-11-02;11:15;11:15;Malaga;AGP;2018-11-02; 09:35;09:32
Vueling;VY 2114;1;Aterrizado - Puntual;2018-11-02;11:20;11:29;Malaga;AGP;2018-11-02; 09:45;09:30
Iberia;IB 5086;1;Aterrizado - Puntual;2018-11-02;11:20;11:29;Malaga;AGP;2018-11-02; 09:45;09:30
Qatar Airways;QR 3507;1;Aterrizado - Puntual;2018-11-02;11:20;11:29;Malaga;AGP;2018-11-02; 09:45;09:30
Vueling;VY 3001;1;Aterrizado - Puntual;2018-11-02;11:20;11:10;Las Palmas;LPA;2018-11-02; 07:00;06:53
Iberia;IB 5811;1;Aterrizado - Puntual;2018-11-02;11:20;11:10;Las Palmas;LPA;2018-11-02; 07:00;06:53
Qatar Airways;QR 3649;1;Aterrizado - Puntual;2018-11-02;11:20;11:10;Las Palmas;LPA;2018-11-02; 07:00;06:53
Vueling;VY 6331;1;Aterrizado - Puntual;2018-11-02;11:20;11:27;Milan;MXP;2018-11-02; 09:45;09:45
Iberia;IB 5177;1;Aterrizado - Puntual;2018-11-02;11:20;11:27;Milan;MXP;2018-11-02; 09:45;09:45
Vueling;VY 3215;1;Aterrizado - Puntual;2018-11-02;11:20;11:20;Tenerife;TFN;2018-11-02; 07:00;06:49
Iberia;IB 5113;1;Aterrizado - Puntual;2018-11-02;11:20;11:20;Tenerife;TFN;2018-11-02; 07:00;06:49
Qatar Airways;QR 3568;1;Aterrizado - Puntual;2018-11-02;11:20;11:20;Tenerife;TFN;2018-11-02; 07:00;06:49
Vueling;VY 6401;1;Aterrizado - Puntual;2018-11-02;11:20;11:04;Venice;VCE;2018-11-02; 09:30;09:15
Iberia;IB 5229;1;Aterrizado - Puntual;2018-11-02;11:20;11:04;Venice;VCE;2018-11-02; 09:30;09:15
LATAM Airlines;LA 5784;1;Aterrizado - Puntual;2018-11-02;11:20;11:04;Venice;VCE;2018-11-02; 09:30;09:15
Air Nostrum;YW 8313;1;Aterrizado;2018-11-02;11:25;11:25;Badajoz;BJZ;2018-11-02; 09:50;09:46
American Airlines;AA 8624;1;Aterrizado;2018-11-02;11:25;11:25;Badajoz;BJZ;2018-11-02; 09:50;09:46
Iberia;IB 8313;1;Aterrizado;2018-11-02;11:25;11:25;Badajoz;BJZ;2018-11-02; 09:50;09:46
easyJet;U2 1075;2;Aterrizado - Puntual;2018-11-02;11:30;11:15;Basel, Switzerland / Mulhouse;BSL;2018-11-02; 09:50;09:41
Vueling;VY 6247;1;Aterrizado - Puntual;2018-11-02;11:30;11:34;Zurich;ZRH;2018-11-02; 09:50;09:58
Iberia;IB 5209;1;Aterrizado - Puntual;2018-11-02;11:30;11:34;Zurich;ZRH;2018-11-02; 09:50;09:58
Vueling;VY 6101;1;Aterrizado - Puntual;2018-11-02;11:40;11:47;Rome;FCO;2018-11-02; 09:55;09:55
Iberia;IB 5147;1;Aterrizado - Puntual;2018-11-02;11:40;11:47;Rome;FCO;2018-11-02; 09:55;09:55
LATAM Airlines;LA 5759;1;Aterrizado - Puntual;2018-11-02;11:40;11:47;Rome;FCO;2018-11-02; 09:55;09:55
Qatar Airways;QR 3706;1;Aterrizado - Puntual;2018-11-02;11:40;11:47;Rome;FCO;2018-11-02; 09:55;09:55
Pegasus;PC 1091;2;Aterrizado - Puntual;2018-11-02;11:40;11:30;Istanbul;SAW;2018-11-02; 10:00;
Vueling;VY 1703;1;Aterrizado - Puntual;2018-11-02;11:40;11:33;Vigo;VGO;2018-11-02; 10:00;09:53
Iberia;IB 5139;1;Aterrizado - Puntual;2018-11-02;11:40;11:33;Vigo;VGO;2018-11-02; 10:00;09:53
Qatar Airways;QR 3537;1;Aterrizado - Puntual;2018-11-02;11:40;11:33;Vigo;VGO;2018-11-02; 10:00;09:53
Vueling;VY 8477;1;Aterrizado - Retrasado;2018-11-02;11:45;12:33;Porto;OPO;2018-11-02; 09:05;09:55
Iberia;IB 5465;1;Aterrizado - Retrasado;2018-11-02;11:45;12:33;Porto;OPO;2018-11-02; 09:05;09:55
Qatar Airways;QR 3699;1;Aterrizado - Retrasado;2018-11-02;11:45;12:33;Porto;OPO;2018-11-02; 09:05;09:55
Vueling;VY 2251;1;Aterrizado - Puntual;2018-11-02;11:45;11:50;Sevilla;SVQ;2018-11-02; 10:10;10:08
Iberia;IB 5471;1;Aterrizado - Puntual;2018-11-02;11:45;11:50;Sevilla;SVQ;2018-11-02; 10:10;10:08
Qatar Airways;QR 3584;1;Aterrizado - Puntual;2018-11-02;11:45;11:50;Sevilla;SVQ;2018-11-02; 10:10;10:08
Vueling;VY 8989;1;Aterrizado - Puntual;2018-11-02;11:50;11:33;Brussels;BRU;2018-11-02; 09:50;09:49
Iberia;IB 5249;1;Aterrizado - Puntual;2018-11-02;11:50;11:33;Brussels;BRU;2018-11-02; 09:50;09:49
LATAM Airlines;LA 5769;1;Aterrizado - Puntual;2018-11-02;11:50;11:33;Brussels;BRU;2018-11-02; 09:50;09:49
Lufthansa;LH 1126;1;Aterrizado - Retrasado;2018-11-02;11:50;12:09;Frankfurt;FRA;2018-11-02; 09:50;10:12
Air Canada;AC 9186;1;Aterrizado - Retrasado;2018-11-02;11:50;12:09;Frankfurt;FRA;2018-11-02; 09:50;10:12
AVIANCA;AV 6515;1;Aterrizado - Retrasado;2018-11-02;11:50;12:09;Frankfurt;FRA;2018-11-02; 09:50;10:12
Etihad Airways;EY 4173;1;Aterrizado - Retrasado;2018-11-02;11:50;12:09;Frankfurt;FRA;2018-11-02; 09:50;10:12
South African Airways;SA 7832;1;Aterrizado - Retrasado;2018-11-02;11:50;12:09;Frankfurt;FRA;2018-11-02; 09:50;10:12
SAS;SK 3382;1;Aterrizado - Retrasado;2018-11-02;11:50;12:09;Frankfurt;FRA;2018-11-02; 09:50;10:12
United Airlines;UA 9360;1;Aterrizado - Retrasado;2018-11-02;11:50;12:09;Frankfurt;FRA;2018-11-02; 09:50;10:12
Oman Air;WY 5526;1;Aterrizado - Retrasado;2018-11-02;11:50;12:09;Frankfurt;FRA;2018-11-02; 09:50;10:12
Vueling;VY 8461;1;Aterrizado - Puntual;2018-11-02;11:50;11:37;Lisbon;LIS;2018-11-02; 08:55;08:51
Iberia;IB 5315;1;Aterrizado - Puntual;2018-11-02;11:50;11:37;Lisbon;LIS;2018-11-02; 08:55;08:51
Qatar Airways;QR 3645;1;Aterrizado - Puntual;2018-11-02;11:50;11:37;Lisbon;LIS;2018-11-02; 08:55;08:51
TAP Portugal;TP 1040;1;Aterrizado - Retrasado;2018-11-02;11:50;12:07;Lisbon;LIS;2018-11-02; 09:00;
EgyptAir;MS 9422;1;Aterrizado - Retrasado;2018-11-02;11:50;12:07;Lisbon;LIS;2018-11-02; 09:00;
UIA;PS 9940;1;Aterrizado - Retrasado;2018-11-02;11:50;12:07;Lisbon;LIS;2018-11-02; 09:00;
Azores Airlines;S4 8734;1;Aterrizado - Retrasado;2018-11-02;11:50;12:07;Lisbon;LIS;2018-11-02; 09:00;
Vueling;VY 3515;1;Aterrizado - Puntual;2018-11-02;11:55;11:58;Ibiza;IBZ;2018-11-02; 11:00;11:09
Iberia;IB 5129;1;Aterrizado - Puntual;2018-11-02;11:55;11:58;Ibiza;IBZ;2018-11-02; 11:00;11:09
LATAM Airlines;LA 5774;1;Aterrizado - Puntual;2018-11-02;11:55;11:58;Ibiza;IBZ;2018-11-02; 11:00;11:09
Qatar Airways;QR 3711;1;Aterrizado - Puntual;2018-11-02;11:55;11:58;Ibiza;IBZ;2018-11-02; 11:00;11:09
Vueling;VY 8243;1;Aterrizado - Puntual;2018-11-02;12:00;11:46;Paris;CDG;2018-11-02; 10:20;10:12
Iberia;IB 5217;1;Aterrizado - Puntual;2018-11-02;12:00;11:46;Paris;CDG;2018-11-02; 10:20;10:12
Vueling;VY 1813;1;Aterrizado - Puntual;2018-11-02;12:00;11:49;Munich;MUC;2018-11-02; 09:50;09:45
Iberia;IB 5057;1;Aterrizado - Puntual;2018-11-02;12:00;11:49;Munich;MUC;2018-11-02; 09:50;09:45
Vueling;VY 1671;1;Aterrizado - Puntual;2018-11-02;12:00;12:00;Santiago De Compostela;SCQ;2018-11-02; 10:20;10:17
Iberia;IB 5053;1;Aterrizado - Puntual;2018-11-02;12:00;12:00;Santiago De Compostela;SCQ;2018-11-02; 10:20;10:17
Qatar Airways;QR 3634;1;Aterrizado - Puntual;2018-11-02;12:00;12:00;Santiago De Compostela;SCQ;2018-11-02; 10:20;10:17
Vueling;VY 3715;1;Aterrizado - Puntual;2018-11-02;12:05;12:09;Menorca;MAH;2018-11-02; 11:15;11:19
Iberia;IB 5335;1;Aterrizado - Puntual;2018-11-02;12:05;12:09;Menorca;MAH;2018-11-02; 11:15;11:19
Qatar Airways;QR 3665;1;Aterrizado - Puntual;2018-11-02;12:05;12:09;Menorca;MAH;2018-11-02; 11:15;11:19
Iberia;IB 2604;1;Aterrizado - Puntual;2018-11-02;12:10;11:58;Buenos Aires;EZE;2018-11-01; 19:45;19:33
KLM;KL 1669;1;Aterrizado - Puntual;2018-11-02;12:15;11:56;Amsterdam;AMS;2018-11-02; 10:05;10:01
Jet Airways (India);9W 8600;1;Aterrizado - Puntual;2018-11-02;12:15;11:56;Amsterdam;AMS;2018-11-02; 10:05;10:01
China Airlines;CI 9499;1;Aterrizado - Puntual;2018-11-02;12:15;11:56;Amsterdam;AMS;2018-11-02; 10:05;10:01
China Southern Airlines;CZ 7796;1;Aterrizado - Puntual;2018-11-02;12:15;11:56;Amsterdam;AMS;2018-11-02; 10:05;10:01
Delta Air Lines;DL 9602;1;Aterrizado - Puntual;2018-11-02;12:15;11:56;Amsterdam;AMS;2018-11-02; 10:05;10:01
Xiamen Airlines;MF 9829;1;Aterrizado - Puntual;2018-11-02;12:15;11:56;Amsterdam;AMS;2018-11-02; 10:05;10:01
China Eastern Airlines;MU 8291;1;Aterrizado - Puntual;2018-11-02;12:15;11:56;Amsterdam;AMS;2018-11-02; 10:05;10:01
Aeroflot;SU 2718;1;Aterrizado - Puntual;2018-11-02;12:15;12:28;Moscow;SVO;2018-11-02; 09:50;09:44
Air Europa;UX 3264;1;Aterrizado - Puntual;2018-11-02;12:15;12:28;Moscow;SVO;2018-11-02; 09:50;09:44
Vueling;VY 6501;1;Aterrizado - Puntual;2018-11-02;12:20;12:04;Naples;NAP;2018-11-02; 10:20;10:24
Iberia;IB 5235;1;Aterrizado - Puntual;2018-11-02;12:20;12:04;Naples;NAP;2018-11-02; 10:20;10:24
LATAM Airlines;LA 5778;1;Aterrizado - Puntual;2018-11-02;12:20;12:04;Naples;NAP;2018-11-02; 10:20;10:24
Qatar Airways;QR 3708;1;Aterrizado - Puntual;2018-11-02;12:20;12:04;Naples;NAP;2018-11-02; 10:20;10:24
Vueling;VY 8015;1;Aterrizado - Puntual;2018-11-02;12:20;12:11;Paris;ORY;2018-11-02; 10:45;10:45
Iberia;IB 5507;1;Aterrizado - Puntual;2018-11-02;12:20;12:11;Paris;ORY;2018-11-02; 10:45;10:45
LATAM Airlines;LA 5768;1;Aterrizado - Puntual;2018-11-02;12:20;12:11;Paris;ORY;2018-11-02; 10:45;10:45
Norwegian Air Shuttle;DY 1740;2;Aterrizado - Puntual;2018-11-02;12:20;12:17;Oslo;OSL;2018-11-02; 09:00;09:09
Ryanair;FR 9810;2;Aterrizado - Puntual;2018-11-02;12:20;12:14;London;STN;2018-11-02; 09:05;09:32
Ryanair;FR 148;2;Aterrizado - Puntual;2018-11-02;12:20;12:12;Berlin;SXF;2018-11-02; 09:45;09:40
Emirates;EK 185;1;Aterrizado - Puntual;2018-11-02;12:25;11:43;Dubai;DXB;2018-11-02; 07:50;07:50
Malaysia Airlines;MH 4509;1;Aterrizado - Puntual;2018-11-02;12:25;11:43;Dubai;DXB;2018-11-02; 07:50;07:50
Qantas;QF 8185;1;Aterrizado - Puntual;2018-11-02;12:25;11:43;Dubai;DXB;2018-11-02; 07:50;07:50
easyJet;U2 8569;2;Aterrizado - Puntual;2018-11-02;12:25;12:24;London;LGW;2018-11-02; 09:20;09:48
LOT - Polish Airlines;LO 437;1;Aterrizado - Retrasado;2018-11-02;12:25;12:57;Warsaw;WAW;2018-11-02; 09:15;
Vueling;VY 8301;1;Aterrizado - Puntual;2018-11-02;12:30;12:21;Amsterdam;AMS;2018-11-02; 10:15;10:22
Iberia;IB 5369;1;Aterrizado - Puntual;2018-11-02;12:30;12:21;Amsterdam;AMS;2018-11-02; 10:15;10:22
LATAM Airlines;LA 5742;1;Aterrizado - Puntual;2018-11-02;12:30;12:21;Amsterdam;AMS;2018-11-02; 10:15;10:22
easyJet;U2 1405;2;Aterrizado - Puntual;2018-11-02;12:30;12:30;Geneva;GVA;2018-11-02; 11:05;11:01
Jet2;LS 803;2;Aterrizado - Puntual;2018-11-02;12:30;12:01;Manchester;MAN;2018-11-02; 09:00;
UIA;PS 991;1;Aterrizado - Puntual;2018-11-02;12:35;12:42;Kiev/Kyiv;KBP;2018-11-02; 09:50;09:55
Iberia;IB 7981;1;Aterrizado - Puntual;2018-11-02;12:35;12:42;Kiev/Kyiv;KBP;2018-11-02; 09:50;09:55
TAP Portugal;TP 8222;1;Aterrizado - Puntual;2018-11-02;12:35;12:42;Kiev/Kyiv;KBP;2018-11-02; 09:50;09:55
TUI fly Belgium;TB 1201;2;Aterrizado - Puntual;2018-11-02;12:45;12:34;Antwerp;ANR;2018-11-02; 10:55;
Norwegian Air Shuttle;DY 7196;2;Aterrizado - Puntual;2018-11-02;12:45;12:34;Newark;EWR;2018-11-02; 00:30;
